"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test typical way to construct xarray.Dataset - using tuples","14","test_check_dataset_constructor_dataset_style","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"Ensure that extracting the model from the dataclass is consistent","0","test_xarray_dataclass_to_dict_schema","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","2","test_check_array_constructor_dataclass_style","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_vel_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_sky_image_tests","test_copy_image","",""
"
        Test writing an xds which does not have an object name
        to a casa image.
        ","205","test_object_name_not_present","tests.integration","Thu Jul 03 15:48:38 GMT 2025","passed","Thu Jul 03 15:48:38 GMT 2025","xds_to_casacore","test_copy_image","",""
"Test xds has correct velocity values and metadata","1","test_xds_vel_axis","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","fits_to_xds_test","test_copy_image","",""
"","2","test_check_array_constructor_from_dataarray_override","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"
        issue 48, proper nan masking when writing CASA images
        https://github.com/casangi/xradio/issues/48
        ","4557","test_masking","tests.integration","Thu Jul 03 15:48:43 GMT 2025","passed","Thu Jul 03 15:48:48 GMT 2025","casacore_to_xds_to_casacore","test_copy_image","",""
"","0","test_time_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_sky_image_tests","test_copy_image","",""
"Test pixel values are consistent","7","test_pixels_and_mask","tests.integration","Thu Jul 03 15:48:50 GMT 2025","passed","Thu Jul 03 15:48:50 GMT 2025","casacore_to_xds_to_casacore","test_copy_image","",""
"","1","test_invalid_sel","tests.integration","Thu Jul 03 15:48:26 GMT 2025","passed","Thu Jul 03 15:48:26 GMT 2025","TestBasicXradio","test_basic_xradio","",""
"Test xds has correct l and m values and attributes","1","test_xds_l_m_axis","tests.integration","Thu Jul 03 15:48:54 GMT 2025","passed","Thu Jul 03 15:48:54 GMT 2025","xds_to_zarr_to_xds_test","test_copy_image","",""
"","1","test_right_ascension_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_lmuv_image_tests","test_copy_image","",""
"","0","test_simple_string","tests.integration","Thu Jul 03 15:48:26 GMT 2025","passed","Thu Jul 03 15:48:26 GMT 2025","TestBasicXradio","test_basic_xradio","",""
"","221","test_overwrite","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","write_image_test","test_copy_image","",""
"","1","test_check_dict_constructor","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_declination_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_lmuv_image_tests","test_copy_image","",""
"Test xds has correct stokes values","1","test_xds_polarization_axis","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","fits_to_xds_test","test_copy_image","",""
"","2596","test_output_uv_casa_image","tests.integration","Thu Jul 03 15:48:48 GMT 2025","passed","Thu Jul 03 15:48:50 GMT 2025","casacore_to_xds_to_casacore","test_copy_image","",""
"","1","test_l_m_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_lmuv_image_tests","test_copy_image","",""
"","1","test_check_array_dtype_mismatch_constructor","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_l_m_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_sky_image_tests","test_copy_image","",""
"Test xds has correct RA and Dec values and attributes","8","test_xds_ra_dec_axis","tests.integration","Thu Jul 03 15:48:37 GMT 2025","passed","Thu Jul 03 15:48:37 GMT 2025","casa_image_to_xds_test","test_copy_image","",""
"","1","test_attrs","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_lmuv_image_tests","test_copy_image","",""
"","0","test_check_dict_optional","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"Test xds has correct frequency values and metadata","2","test_xds_frequency_axis","tests.integration","Thu Jul 03 15:48:58 GMT 2025","passed","Thu Jul 03 15:48:58 GMT 2025","fits_to_xds_test","test_copy_image","",""
"","0","test_time_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_aperture_image_tests","test_copy_image","",""
"","2","test_check_array_constructor_from_dataarray","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_check_array_wrong_coord","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","2","test_check_dataset_dtype_mismatch","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_polarization_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_aperture_image_tests","test_copy_image","",""
"","32","test_check_dict_dataset_attribute","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"Test xds has correct frequencyuency values and metadata","1","test_xds_frequency_axis","tests.integration","Thu Jul 03 15:48:54 GMT 2025","passed","Thu Jul 03 15:48:54 GMT 2025","xds_to_zarr_to_xds_test","test_copy_image","",""
"","1","test_check_array_extra_coord","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"
        Test reading FITS files with bzero != 0 fails
        ","9","test_bzero_guard","tests.integration","Thu Jul 03 15:48:54 GMT 2025","passed","Thu Jul 03 15:48:54 GMT 2025","fits_to_xds_test","test_copy_image","",""
"
        Test reading FITS files with bscale != 1 fails
        ","12","test_bscale_guard","tests.integration","Thu Jul 03 15:48:54 GMT 2025","passed","Thu Jul 03 15:48:54 GMT 2025","fits_to_xds_test","test_copy_image","",""
"","1","test_check_dataset_optional_datavar","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","31","test_check_dict_array_attribute","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_frequency_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_aperture_image_tests","test_copy_image","",""
"","1","test_check_array_constructor_defaults","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","3363","test_multibeam","tests.integration","Thu Jul 03 15:48:55 GMT 2025","passed","Thu Jul 03 15:48:58 GMT 2025","fits_to_xds_test","test_copy_image","",""
"Test xds has correct stokes values","1","test_xds_polarization_axis","tests.integration","Thu Jul 03 15:48:37 GMT 2025","passed","Thu Jul 03 15:48:37 GMT 2025","casa_image_to_xds_test","test_copy_image","",""
"","0","test_check_dict","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","0","test_simple","tests.integration","Thu Jul 03 15:48:26 GMT 2025","passed","Thu Jul 03 15:48:26 GMT 2025","TestBasicXradio","test_basic_xradio","",""
"Test xds level attributes","4","test_xds_attrs","tests.integration","Thu Jul 03 15:48:58 GMT 2025","passed","Thu Jul 03 15:48:58 GMT 2025","fits_to_xds_test","test_copy_image","",""
"","0","test_schema_checked_no_annotation","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_right_ascension_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_sky_image_tests","test_copy_image","",""
"","2","test_check_dataset","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_declination_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_sky_image_tests","test_copy_image","",""
"","1","test_get_field_and_source_xds","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_measurement_set_xdt","",""
"","1","test_check_array_missing_attr","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_check_array_constructor_mixed","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_schema_checked_wrap","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","0","test_check_dict_typ","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_dims_and_coords","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_sky_image_tests","test_copy_image","",""
"","2","test_check_array","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","2","test_schema_checked_annotation_optional","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"
        Test compute_mask parameter
        ","231","test_compute_mask","tests.integration","Thu Jul 03 15:48:55 GMT 2025","passed","Thu Jul 03 15:48:55 GMT 2025","fits_to_xds_test","test_copy_image","",""
"Test xds level attributes","2","test_xds_attrs","tests.integration","Thu Jul 03 15:48:37 GMT 2025","passed","Thu Jul 03 15:48:37 GMT 2025","casa_image_to_xds_test","test_copy_image","",""
"Same as above, but passing xarray.Variable instead of tuples","14","test_check_dataset_constructor_dataset_style_variable","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","0","test_dims","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_lmuv_image_tests","test_copy_image","",""
"","1","test_check_array_extra_attr","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","4","test_check_dataset_wrong_dim","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_check_array_dtype_mismatch","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_check_dataset_wrong_dim_order","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"Test xds has correct pixel values","200","test_xds_pixel_values","tests.integration","Thu Jul 03 15:48:37 GMT 2025","passed","Thu Jul 03 15:48:37 GMT 2025","casa_image_to_xds_test","test_copy_image","",""
"","2","test_check_array_constructor_list","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_polarization_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_sky_image_tests","test_copy_image","",""
"","0","test_xarray_dataclass_to_dataset_schema","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","599","test_get_img_ds_block","tests.integration","Thu Jul 03 15:48:33 GMT 2025","passed","Thu Jul 03 15:48:34 GMT 2025","casa_image_to_xds_test","test_copy_image","",""
"","425","test_get_img_ds_block","tests.integration","Thu Jul 03 15:48:51 GMT 2025","passed","Thu Jul 03 15:48:52 GMT 2025","xds_to_zarr_to_xds_test","test_copy_image","",""
"","1","test_frequency_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_lmuv_image_tests","test_copy_image","",""
"","1","test_vel_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_lmuv_image_tests","test_copy_image","",""
"Random Seg Fault triggered (10% chance)","1","test_random_segfault","tests.integration","Thu Jul 03 15:49:01 GMT 2025","passed","Thu Jul 03 15:49:01 GMT 2025","","test_flaky","",""
"","0","test_check_array_optional_attr","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"Test xds has correct RA and Dec values and attributes","1","test_xds_ra_dec_axis","tests.integration","Thu Jul 03 15:48:54 GMT 2025","passed","Thu Jul 03 15:48:54 GMT 2025","xds_to_zarr_to_xds_test","test_copy_image","",""
"Test xds has correct velocity values and metadata","1","test_xds_vel_axis","tests.integration","Thu Jul 03 15:48:54 GMT 2025","passed","Thu Jul 03 15:48:54 GMT 2025","xds_to_zarr_to_xds_test","test_copy_image","",""
"Test that coordinates get automatically filled","8","test_check_dataset_constructor_auto_coords","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"Test to verify metadata in two casacore images is the same","21","test_metadata","tests.integration","Thu Jul 03 15:48:48 GMT 2025","passed","Thu Jul 03 15:48:48 GMT 2025","casacore_to_xds_to_casacore","test_copy_image","",""
"Test values and attributes on the time axis","3","test_xds_time_axis","tests.integration","Thu Jul 03 15:48:37 GMT 2025","passed","Thu Jul 03 15:48:37 GMT 2025","casa_image_to_xds_test","test_copy_image","",""
"","0","test_random_failure","tests.integration","Thu Jul 03 15:49:00 GMT 2025","failed","Thu Jul 03 15:49:00 GMT 2025","","test_flaky","",""
"Test that we can pass named parameters to the constructor","15","test_check_dataset_constructor_dataclass_style","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"Test xds has correct RA and Dec values and attributes","1","test_xds_ra_dec_axis","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","fits_to_xds_test","test_copy_image","",""
"Test xds has correct beam values and attributes","1","test_xds_beam_param_axis","tests.integration","Thu Jul 03 15:48:37 GMT 2025","passed","Thu Jul 03 15:48:37 GMT 2025","casa_image_to_xds_test","test_copy_image","",""
"Test xds has correct frequencyuency values and metadata","1","test_xds_frequency_axis","tests.integration","Thu Jul 03 15:48:37 GMT 2025","passed","Thu Jul 03 15:48:37 GMT 2025","casa_image_to_xds_test","test_copy_image","",""
"","0","test_dims_and_coords","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_aperture_image_tests","test_copy_image","",""
"","0","test_check_dict_missing","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","2","test_check_dataset_optional_coordinate","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"Test xds has correct l and m values and attributes","1","test_xds_l_m_axis","tests.integration","Thu Jul 03 15:48:58 GMT 2025","passed","Thu Jul 03 15:48:58 GMT 2025","fits_to_xds_test","test_copy_image","",""
"Test xds has correct l and m values and attributes","1","test_xds_l_m_axis","tests.integration","Thu Jul 03 15:48:37 GMT 2025","passed","Thu Jul 03 15:48:37 GMT 2025","casa_image_to_xds_test","test_copy_image","",""
"","1","test_check_array_wrong_type","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","0","test_get_partition_info","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_measurement_set_xdt","",""
"","9","test_check_array_dask","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","2","test_schema_checked_annotation","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","1","test_attrs","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_aperture_image_tests","test_copy_image","",""
"
            Verify fix to issue 45
            https://github.com/casangi/xradio/issues/45
        irint(""*** r"", r)
        ","3778","test_beam","tests.integration","Thu Jul 03 15:48:39 GMT 2025","passed","Thu Jul 03 15:48:43 GMT 2025","casacore_to_xds_to_casacore","test_copy_image","",""
"","1","test_frequency_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_sky_image_tests","test_copy_image","",""
"","28","test_check_dict_dict_attribute","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"","0","test_sel","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_measurement_set_xdt","",""
"
        Test reading compressed FITS files fails because not supported by memmapping
        ","241","test_compressed_fits_guard","tests.integration","Thu Jul 03 15:48:54 GMT 2025","passed","Thu Jul 03 15:48:55 GMT 2025","fits_to_xds_test","test_copy_image","",""
"Test xds has correct velocity values and metadata","4","test_xds_vel_axis","tests.integration","Thu Jul 03 15:48:37 GMT 2025","passed","Thu Jul 03 15:48:37 GMT 2025","casa_image_to_xds_test","test_copy_image","",""
"Test xds has correct pixel values","203","test_xds_pixel_values","tests.integration","Thu Jul 03 15:48:54 GMT 2025","passed","Thu Jul 03 15:48:54 GMT 2025","xds_to_zarr_to_xds_test","test_copy_image","",""
"","1","test_attrs","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_sky_image_tests","test_copy_image","",""
"Test xds does not have sky coordinates","1","test_xds_no_sky","tests.integration","Thu Jul 03 15:48:37 GMT 2025","passed","Thu Jul 03 15:48:37 GMT 2025","casa_image_to_xds_test","test_copy_image","",""
"","2","test_u_v_coord","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","make_empty_lmuv_image_tests","test_copy_image","",""
"Test values and attributes on the time axis","1","test_xds_time_axis","tests.integration","Thu Jul 03 15:48:59 GMT 2025","passed","Thu Jul 03 15:48:59 GMT 2025","fits_to_xds_test","test_copy_image","",""
"
        Test writing an xds which has a numpy array as the
        sky data var to a casa image.
        ","248","test_writing_numpy_array_as_data_var","tests.integration","Thu Jul 03 15:48:38 GMT 2025","passed","Thu Jul 03 15:48:38 GMT 2025","xds_to_casacore","test_copy_image","",""
"","2","test_check_array_constructor_array_style","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"Ensure that extracting the model from the dataclass is consistent","1","test_xarray_dataclass_to_array_schema","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
"Test xds has correct stokes values","1","test_xds_polarization_axis","tests.integration","Thu Jul 03 15:48:54 GMT 2025","passed","Thu Jul 03 15:48:54 GMT 2025","xds_to_zarr_to_xds_test","test_copy_image","",""
"","1","test_xds_beam_param_axis","tests.integration","Thu Jul 03 15:48:58 GMT 2025","passed","Thu Jul 03 15:48:58 GMT 2025","fits_to_xds_test","test_copy_image","",""
"","1","test_check_array_missing_coord","tests.integration","Thu Jul 03 15:49:00 GMT 2025","passed","Thu Jul 03 15:49:00 GMT 2025","","test_copy_schema","",""
