"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13","test_add_units_measures_dubious_units","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"","0","test_get_partition_info","tests.unit.measurement_set","Tue Jul 08 19:16:00 GMT 2025","passed","Tue Jul 08 19:16:00 GMT 2025","","test_measurement_set_xdt","",""
"Test xds level attributes","4","test_xds_attrs","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","fits_to_xds_test","test_image","",""
"","0","test_get_pad_value_n_polynomial","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"","1","test_create_weather_xds_empty","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"","1","test_frequency_coord","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","make_empty_sky_image_tests","test_image","",""
"","1","test_add_encoding_wo_chunks","tests.unit.measurement_set._utils._zarr","Tue Jul 08 19:15:19 GMT 2025","passed","Tue Jul 08 19:15:19 GMT 2025","","test_encoding","",""
"","1","test_table_has_column[ms_minimal_required-TIME-True]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","0","test_attrs","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","make_empty_lmuv_image_tests","test_image","",""
"","2","test_convert_and_write_partition_empty_required","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"Test xds has correct RA and Dec values and attributes","7","test_xds_ra_dec_axis","tests.unit.image","Tue Jul 08 19:14:52 GMT 2025","passed","Tue Jul 08 19:14:52 GMT 2025","casa_image_to_xds_test","test_image","",""
"Test that get_combined_field_and_source_xds with ephemeris raises an exception on empty DataTree","0","test_get_combined_field_and_source_xds_ephemeris_empty","tests.unit.measurement_set","Tue Jul 08 19:16:00 GMT 2025","passed","Tue Jul 08 19:16:00 GMT 2025","TestProcessingSetXdtErrors","test_processing_set_xdt","",""
"Test xds has correct l and m values and attributes","2","test_xds_l_m_axis","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","fits_to_xds_test","test_image","",""
"","2","test_convert_and_write_partition_empty_complete","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","0","test_convert_casacore_time[times4-False-expected_result4]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","2","test_schema_checked_annotation","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","1","test_check_array_constructor_dataclass_style","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","46","test_estimate_conversion_memory_and_cores_minimal[ms_minimal_required-partition_scheme2-expected_estimation2]","tests.unit.measurement_set","Tue Jul 08 19:15:19 GMT 2025","passed","Tue Jul 08 19:15:19 GMT 2025","","test_convert_msv2_to_processing_set","",""
"Test xds does not have sky coordinates","0","test_xds_no_sky","tests.unit.image","Tue Jul 08 19:14:52 GMT 2025","passed","Tue Jul 08 19:14:52 GMT 2025","casa_image_to_xds_test","test_image","",""
"","0","test_convert_casacore_time_to_mjd[times1-expected_result1]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","42","test_estimate_conversion_memory_and_cores_minimal[ms_minimal_required-partition_scheme0-expected_estimation0]","tests.unit.measurement_set","Tue Jul 08 19:15:19 GMT 2025","passed","Tue Jul 08 19:15:19 GMT 2025","","test_convert_msv2_to_processing_set","",""
"
        Test reading FITS files with bscale != 1 fails
        ","14","test_bscale_guard","tests.unit.image","Tue Jul 08 19:15:08 GMT 2025","passed","Tue Jul 08 19:15:08 GMT 2025","fits_to_xds_test","test_image","",""
"","0","test_convert_casacore_time[times1-True-expected_result1]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","0","test_estimate_conversion_memory_and_cores_with_errors[inexistent_foo_path_.mms-expected_error0]","tests.unit.measurement_set","Tue Jul 08 19:15:19 GMT 2025","passed","Tue Jul 08 19:15:19 GMT 2025","","test_convert_msv2_to_processing_set","",""
"","1","test_check_array_constructor_from_dataarray","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","0","test_get_baseline_indices[unique_baselines4-baselines4-expected_output4]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_read_main_table","",""
"","3","test_load_generic_table_polarization","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"","0","test_create_pointing_xds_empty_ant_ids","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"","2","test_check_dataset","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","49","test_create_system_calibration_xds_min","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"","59","test_create_weather_xds_min","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"
        Test compute_mask parameter
        ","92","test_compute_mask","tests.unit.image","Tue Jul 08 19:15:08 GMT 2025","passed","Tue Jul 08 19:15:08 GMT 2025","fits_to_xds_test","test_image","",""
"","0","test_xarray_dataclass_to_dataset_schema","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"Test xds has correct frequency values and metadata","2","test_xds_frequency_axis","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","fits_to_xds_test","test_image","",""
"
        issue 48, proper nan masking when writing CASA images
        https://github.com/casangi/xradio/issues/48
        ","3972","test_masking","tests.unit.image","Tue Jul 08 19:14:57 GMT 2025","passed","Tue Jul 08 19:15:01 GMT 2025","casacore_to_xds_to_casacore","test_image","",""
"","2","test_schema_checked_annotation_optional","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"Test that the converted MS to PS complies with the datatree schema checker","1416","test_check_ephemeris_datatree[ALMA_uid___A002_X1003af4_X75a3.split.avg.ms]","tests.unit.measurement_set","Tue Jul 08 19:16:38 GMT 2025","passed","Tue Jul 08 19:16:40 GMT 2025","TestProcessingSetXdtWithEphemerisData","test_processing_set_xdt","",""
"Test the summary method on a real processing set","207","test_summary[Antennae_North.cal.lsrk.split.ms]","tests.unit.measurement_set","Tue Jul 08 19:16:04 GMT 2025","passed","Tue Jul 08 19:16:04 GMT 2025","TestProcessingSetXdtWithData","test_processing_set_xdt","",""
"Test iterator with data group selection","238","test_iterator_with_data_groups[Antennae_North.cal.lsrk.split.ms]","tests.unit.measurement_set","Tue Jul 08 19:15:59 GMT 2025","passed","Tue Jul 08 19:15:59 GMT 2025","TestProcessingSetIterator","test_load_processing_set","",""
"","0","test_find_projected_min_max_array[in_min_max6-in_array6-expected_result6]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"Test xds has correct velocity values and metadata","1","test_xds_vel_axis","tests.unit.image","Tue Jul 08 19:15:07 GMT 2025","passed","Tue Jul 08 19:15:07 GMT 2025","xds_to_zarr_to_xds_test","test_image","",""
"Test xds has correct frequencyuency values and metadata","1","test_xds_frequency_axis","tests.unit.image","Tue Jul 08 19:14:52 GMT 2025","passed","Tue Jul 08 19:14:52 GMT 2025","casa_image_to_xds_test","test_image","",""
"Test getting maximum dimensions from a processing set","320","test_get_max_dims[Antennae_North.cal.lsrk.split.ms]","tests.unit.measurement_set","Tue Jul 08 19:16:08 GMT 2025","passed","Tue Jul 08 19:16:08 GMT 2025","TestProcessingSetXdtWithData","test_processing_set_xdt","",""
"","2","test_get_pad_value_in_tablerow_column","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"Test loading with specific variables included/excluded","507","test_variable_selection[Antennae_North.cal.lsrk.split.ms]","tests.unit.measurement_set","Tue Jul 08 19:15:41 GMT 2025","passed","Tue Jul 08 19:15:41 GMT 2025","TestLoadProcessingSet","test_load_processing_set","",""
"","1","test_check_dataset_wrong_dim","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","28","test_check_dict_dataset_attribute","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","1","test_find_projected_min_max_array[in_min_max13-in_array13-expected_result13]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","0","test_parse_chunksize[wrong_input_chunksize-main-xds5-None-expected_error5]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","26","test_check_dict_array_attribute","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","0","test_mem_chunksize_to_dict_main_balanced[0.02-dim_sizes1-expected_chunksize1]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","0","test_table_has_column_raises[ms_tab_nonexistent-DATA-expected_raises0]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","2","test_check_array","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","7","test_rename_and_interpolate_to_time_with_none_time","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"","11","test_rename_and_interpolate_to_time_with_syscal_none_time","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"","1","test_convert_casacore_time[times0-True-expected_result0]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","1","test_table_has_column_raises[generic_antenna_xds_min-TIME-expected_raises2]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","0","test_mem_chunksize_to_dict_main[1e-09-pseudo_xds0-expected_chunksize0-expected_error0]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"Test getting combined field and source dataset from a processing set","205","test_get_combined_field_and_source_xds[Antennae_North.cal.lsrk.split.ms]","tests.unit.measurement_set","Tue Jul 08 19:16:22 GMT 2025","passed","Tue Jul 08 19:16:22 GMT 2025","TestProcessingSetXdtWithData","test_processing_set_xdt","",""
"","1","test_check_array_optional_attr","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"Test iterator with in-memory data","170","test_iterator_with_memory[Antennae_North.cal.lsrk.split.ms]","tests.unit.measurement_set","Tue Jul 08 19:15:55 GMT 2025","passed","Tue Jul 08 19:15:55 GMT 2025","TestProcessingSetIterator","test_load_processing_set","",""
"","2","test_check_dataset_optional_datavar","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"Test that we can pass named parameters to the constructor","13","test_check_dataset_constructor_dataclass_style","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","2","test_create_field_and_source_xds_empty","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_create_field_and_source_xds","",""
"","1","test_table_has_column[ms_minimal_required-TIME_CENTROID-True]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","2","test_extract_table_attributes_main","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","1","test_convert_casacore_time_to_mjd[times0-expected_result0]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","0","test_get_baseline_indices[unique_baselines3-baselines3-expected_output3]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_read_main_table","",""
"","1","test_find_projected_min_max_array[in_min_max10-in_array10-expected_result10]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
